--------- beginning of /dev/log/system 
05-19 17:11:35.445 W/ActivityManager(  374): Scheduling restart of crashed service com.google.android.apps.maps/com.google.android.location.internal.server.GoogleLocationService in 5000ms 
05-19 18:02:19.125 W/System.err(15610): 	at java.lang.reflect.Method.invokeNative(Native Method)
05-19 18:02:19.125 W/System.err(15610): 	at java.lang.reflect.Method.invoke(Method.java:525)
05-19 18:02:19.125 W/System.err(15610): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-19 18:02:19.125 W/System.err(15610): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-19 18:02:19.125 W/System.err(15610): 	at dalvik.system.NativeStart.main(Native Method)
05-19 18:02:19.188 D/ActivityThread(15610): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-19 18:02:19.234 D/dalvikvm(15610): GC_CONCURRENT freed 499K, 6% free 9471K/10012K, paused 3ms+10ms, total 47ms
05-19 18:02:19.789 W/EmailProvider(15610): restoreIfNeeded...
05-19 18:02:19.891 D/EmailProvider(15610): restoreAccounts...
05-19 18:02:20.500 D/EmailProvider(15610): No accounts to restore...
05-19 18:02:20.500 D/EmailProvider(15610): Deleting orphans...
05-19 18:02:20.711 D/EmailProvider(15610): EmailProvider pre-caching...
05-19 18:02:20.859 D/EmailProvider(15610): EmailProvider ready.
05-19 18:02:20.961 I/Email   (15610): Notifications being toggled: false
05-19 18:02:20.961 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-19 18:02:37.125 D/dalvikvm(15156): GC_CONCURRENT freed 381K, 5% free 9161K/9584K, paused 47ms+3ms, total 593ms
05-19 18:02:38.774 I/Process (  374): Sending signal. PID: 15610 SIG: 3
05-19 18:02:38.774 I/dalvikvm(15610): threadid=3: reacting to signal 3
05-19 18:02:38.774 W/ActivityManager(  374): Timeout executing service: ServiceRecord{428c3d68 u0 com.pekall.emdm.launcher/com.baidu.location.f}
05-19 18:02:38.977 I/Process (  374): Sending signal. PID: 374 SIG: 3
05-19 18:02:38.977 I/dalvikvm(  374): threadid=3: reacting to signal 3
05-19 18:02:39.024 D/dalvikvm(15610): JIT unchain all for threadid=11
05-19 18:02:39.070 I/dalvikvm(15610): Wrote stack traces to '/data/anr/traces.txt'
05-19 18:02:44.063 I/Process (  374): Sending signal. PID: 561 SIG: 3
05-19 18:02:44.063 I/dalvikvm(  561): threadid=3: reacting to signal 3
05-19 18:02:44.063 I/Process (  374): Sending signal. PID: 448 SIG: 3
05-19 18:02:44.063 I/dalvikvm(  448): threadid=3: reacting to signal 3
05-19 18:02:44.070 I/dalvikvm(  374): Wrote stack traces to '/data/anr/traces.txt'
05-19 18:02:44.070 I/Process (  374): Sending signal. PID: 568 SIG: 3
05-19 18:02:44.070 I/dalvikvm(  568): threadid=3: reacting to signal 3
05-19 18:02:44.156 I/dalvikvm(  568): Wrote stack traces to '/data/anr/traces.txt'
05-19 18:02:44.164 I/dalvikvm(  561): Wrote stack traces to '/data/anr/traces.txt'
05-19 18:02:44.383 I/dalvikvm(  448): Wrote stack traces to '/data/anr/traces.txt'
05-19 18:02:44.703 D/dalvikvm(  374): GC_EXPLICIT freed 1238K, 22% free 21231K/27176K, paused 4ms+13ms, total 111ms
05-19 18:02:45.281 I/Process (  374): Sending signal. PID: 12519 SIG: 3
05-19 18:02:45.289 I/dalvikvm(12519): threadid=3: reacting to signal 3
05-19 18:02:45.524 E/ActivityManager(  374): ANR in com.pekall.emdm.launcher:remote
05-19 18:02:45.524 E/ActivityManager(  374): Reason: Executing service com.pekall.emdm.launcher/com.baidu.location.f
05-19 18:02:45.524 E/ActivityManager(  374): Load: 2.34 / 1.91 / 1.75
05-19 18:02:45.524 E/ActivityManager(  374): CPU usage from 1845ms to -6720ms ago:
05-19 18:02:45.524 E/ActivityManager(  374):   89% 15610/com.pekall.emdm.launcher:remote: 89% user + 0.2% kernel / faults: 118 minor
05-19 18:02:45.524 E/ActivityManager(  374):   88% 12519/com.pekall.emdm.launcher: 88% user + 0.2% kernel
05-19 18:02:45.524 E/ActivityManager(  374):   17% 374/system_server: 14% user + 3.1% kernel / faults: 399 minor
05-19 18:02:45.524 E/ActivityManager(  374):   0.5% 448/com.android.systemui: 0.4% user + 0% kernel / faults: 24 minor
05-19 18:02:45.524 E/ActivityManager(  374):   0.4% 561/com.android.phone: 0.2% user + 0.2% kernel / faults: 26 minor
05-19 18:02:45.524 E/ActivityManager(  374):   0% 568/com.android.nfc: 0% user + 0% kernel / faults: 36 minor
05-19 18:02:45.524 E/ActivityManager(  374):   0.3% 15156/com.nd.assistance.ServerService: 0.2% user + 0.1% kernel / faults: 40 minor
05-19 18:02:45.524 E/ActivityManager(  374):   0.1% 82/mmcqd/0: 0% user + 0.1% kernel
05-19 18:02:45.524 E/ActivityManager(  374):   0% 124/surfaceflinger: 0% user + 0% kernel
05-19 18:02:45.524 E/ActivityManager(  374):   0.1% 10758/com.qihoo.appstore: 0.1% user + 0% kernel / faults: 2 minor
05-19 18:02:45.524 E/ActivityManager(  374): 100% TOTAL: 97% user + 2.3% kernel
05-19 18:02:45.524 E/ActivityManager(  374): CPU usage from 5930ms to 6466ms later with 99% awake:
05-19 18:02:45.524 E/ActivityManager(  374):   98% 15610/com.pekall.emdm.launcher:remote: 98% user + 0% kernel
05-19 18:02:45.524 E/ActivityManager(  374):     98% 15623/Thread-801: 98% user + 0% kernel
05-19 18:02:45.524 E/ActivityManager(  374):   94% 12519/com.pekall.emdm.launcher: 94% user + 0% kernel
05-19 18:02:45.524 E/ActivityManager(  374):     94% 12532/Thread-642: 94% user + 0% kernel
05-19 18:02:45.524 E/ActivityManager(  374):   5.5% 374/system_server: 0% user + 5.5% kernel
05-19 18:02:45.524 E/ActivityManager(  374):     7.4% 390/ActivityManager: 3.7% user + 3.7% kernel
05-19 18:02:45.524 E/ActivityManager(  374):     1.8% 382/FinalizerDaemon: 1.8% user + 0% kernel
05-19 18:02:45.524 E/ActivityManager(  374): 100% TOTAL: 97% user + 2.8% kernel
05-19 18:02:45.539 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:02:45.539 W/ActivityManager(  374): Killing ProcessRecord{42291a78 15610:com.pekall.emdm.launcher:remote/u0a10066}: background ANR
05-19 18:02:45.641 D/dalvikvm(  374): GC_FOR_ALLOC freed 1561K, 26% free 20349K/27176K, paused 97ms, total 97ms
05-19 18:02:45.641 I/dalvikvm-heap(  374): Grow heap (frag case) to 20.289MB for 393236-byte allocation
05-19 18:02:45.695 I/dalvikvm(12519): Wrote stack traces to '/data/anr/traces.txt'
05-19 18:02:45.734 D/dalvikvm(  374): GC_FOR_ALLOC freed 256K, 26% free 20476K/27564K, paused 87ms, total 87ms
05-19 18:02:45.734 I/ActivityManager(  374): Process com.pekall.emdm.launcher:remote (pid 15610) has died.
05-19 18:02:45.734 W/ActivityManager(  374): Scheduling restart of crashed service com.pekall.emdm.launcher/com.baidu.location.f in 320000ms
05-19 18:02:47.195 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:02:47.211 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:02:47.742 I/Email   ( 8665): ReconcilePopImapAccountsSync: start
05-19 18:02:47.766 I/Email   ( 8665): ReconcilePopImapAccountsSync: done
05-19 18:02:47.766 W/Email   ( 8665): Received BYE
05-19 18:02:48.242 D/Email   ( 8665): *** synchronizeMailboxGeneric ***
05-19 18:02:50.320 D/dalvikvm( 1661): GC_EXPLICIT freed 298K, 18% free 13044K/15888K, paused 3ms+5ms, total 63ms
05-19 18:02:50.695 D/dalvikvm(14483): GC_CONCURRENT freed 502K, 6% free 9707K/10264K, paused 4ms+3ms, total 36ms
05-19 18:02:50.695 D/dalvikvm(14483): WAIT_FOR_CONCURRENT_GC blocked 16ms
05-19 18:02:55.383 D/dalvikvm( 1661): GC_EXPLICIT freed 10K, 18% free 13034K/15888K, paused 2ms+5ms, total 59ms
05-19 18:03:04.195 V/a       (12519): Wait for reconcileAccounts finished in 45109ms
05-19 18:03:04.203 D/ExchangeService(12519): !!! EAS ExchangeService, stopping self
05-19 18:03:04.203 D/ExchangeService(12519): !!! EAS ExchangeService, onDestroy
05-19 18:03:05.391 D/dalvikvm( 1661): GC_EXPLICIT freed <1K, 18% free 13034K/15888K, paused 3ms+5ms, total 59ms
05-19 18:04:22.734 D/dalvikvm(10758): GC_CONCURRENT freed 386K, 5% free 9555K/9996K, paused 5ms+2ms, total 28ms
05-19 18:04:33.055 D/MdmService(12519): [null:-1]->receiver action :com.pekall.mdm.action.MDM_ALARM
05-19 18:04:33.055 D/MdmService(12519): [null:-1]->keepAliveWithPushServer client is opened:true
05-19 18:04:33.063 D/MDM :   (12519): [null:-1]->ping!!!!!!!!!
05-19 18:04:33.070 D/MdmService(12519): [null:-1]->pushUrl : ws://test.mdm.everknow.cn:9090/websocket
05-19 18:04:33.070 D/MDM :   (12519): [null:-1]->mMdmPushClient is :not null
05-19 18:04:33.070 D/MDM :   (12519): [null:-1]->mMdmPushClient opened : opened
05-19 18:04:33.078 D/MDM :   (12519): [null:-1]->MSG_WEBSOCKET_PONG
05-19 18:05:04.383 D/dalvikvm( 1661): GC_EXPLICIT freed 59K, 18% free 13034K/15888K, paused 3ms+4ms, total 59ms
05-19 18:05:09.445 D/dalvikvm( 1661): GC_EXPLICIT freed <1K, 18% free 13034K/15888K, paused 3ms+5ms, total 59ms
05-19 18:05:19.453 D/dalvikvm( 1661): GC_EXPLICIT freed <1K, 18% free 13034K/15888K, paused 2ms+4ms, total 59ms
05-19 18:05:24.500 D/dalvikvm(  561): GC_EXPLICIT freed 226K, 5% free 9376K/9812K, paused 6ms+5ms, total 36ms
05-19 18:06:50.797 D/dalvikvm(14483): GC_CONCURRENT freed 525K, 6% free 9693K/10264K, paused 3ms+3ms, total 35ms
05-19 18:06:50.797 D/dalvikvm(14483): WAIT_FOR_CONCURRENT_GC blocked 16ms
05-19 18:06:55.188 I/PowerManagerService(  374): Waking up from sleep...
05-19 18:06:55.242 I/WindowManager(  374): Lock screen displayed!
05-19 18:06:55.367 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:06:55.367 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:06:55.438 V/DigitalWidgetViewsFactory( 2455): DigitalWidget sets next alarm string to null
05-19 18:06:55.484 W/Settings( 1661): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
05-19 18:06:55.516 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:06:55.555 D/PowerManagerService-JNI(  374): Excessive delay in autosuspend_disable() while turning screen on: 352ms
05-19 18:06:55.555 D/SurfaceFlinger(  124): Screen acquired, type=0 flinger=0x40e95478
05-19 18:06:55.633 D/LightsService(  374): Excessive delay setting light: 83ms
05-19 18:06:55.703 D/LightsService(  374): Excessive delay setting light: 67ms
05-19 18:06:56.211 V/LauncherApplication(12519): onActivityStarted
05-19 18:06:56.211 D/        (12519): [---null: -1---]     awsa  onActivityResumed
05-19 18:06:56.211 V/LauncherApplication(12519): 2MdmConstant.LAST_LAUNCH_TIME = 1400493721828
05-19 18:06:56.219 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search* >
05-19 18:06:56.227 D/        (12519): [---null: -1---]  activity = com.pekall.emdm.launcher.Launcher
05-19 18:06:56.227 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:06:56.234 V/DefultSetContriller(12519): isLauncherDf = com.pekall.emdm.launcher
05-19 18:06:56.234 V/DefultSetContriller(12519): isPhoneDf = com.pekall.emdm.launcher
05-19 18:06:56.234 E/LauncherApplication(12519): isShowLogoutUI = true
05-19 18:06:56.234 E/LauncherApplication(12519): LogoutShowTime 1
05-19 18:06:56.234 V/Launcher(12519): onResume1111111 
05-19 18:06:56.234 V/Launcher(12519): is login ----> 
05-19 18:06:56.234 I/System.out(12519):  
05-19 18:06:56.242 I/System.out(12519): com.pekall.emdm.launcher.Workspace.setWallpaper(Unknown Source)
05-19 18:06:56.242 I/System.out(12519): com.pekall.emdm.launcher.Launcher.onResume(Unknown Source)
05-19 18:06:56.242 I/System.out(12519): android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
05-19 18:06:56.242 I/System.out(12519): android.app.Activity.performResume(Activity.java:5211)
05-19 18:06:56.242 I/System.out(12519): android.app.ActivityThread.performResumeActivity(ActivityThread.java:2780)
05-19 18:06:56.242 I/System.out(12519): android.app.ActivityThread.handleResumeActivity(ActivityThread.java:2819)
05-19 18:06:56.242 I/System.out(12519): android.app.ActivityThread$H.handleMessage(ActivityThread.java:1298)
05-19 18:06:56.242 I/System.out(12519): android.os.Handler.dispatchMessage(Handler.java:99)
05-19 18:06:56.242 I/System.out(12519): android.os.Looper.loop(Looper.java:137)
05-19 18:06:56.250 I/System.out(12519): android.app.ActivityThread.main(ActivityThread.java:5103)
05-19 18:06:56.250 I/System.out(12519): java.lang.reflect.Method.invokeNative(Native Method)
05-19 18:06:56.250 I/System.out(12519): java.lang.reflect.Method.invoke(Method.java:525)
05-19 18:06:56.250 I/System.out(12519): com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-19 18:06:56.250 I/System.out(12519): com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-19 18:06:56.250 I/System.out(12519): dalvik.system.NativeStart.main(Native Method)
05-19 18:06:56.258 D/NfcService(  568): NFC-C ON
05-19 18:06:56.258 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:06:56.281 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
05-19 18:06:56.305 I/uninstall(10785): SelfUninstallManager -> initUninstallTask
05-19 18:06:56.313 I/uninstall(10785): initUninstallTask init is running, return
05-19 18:06:56.375 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:06:56.508 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:06:56.547 D/dalvikvm(10683): GC_CONCURRENT freed 298K, 5% free 9631K/10052K, paused 8ms+5ms, total 35ms
05-19 18:06:56.602 D/dalvikvm(12519): GC_FOR_ALLOC freed 6296K, 11% free 76682K/85740K, paused 345ms, total 349ms
05-19 18:06:56.609 I/dalvikvm-heap(12519): Grow heap (frag case) to 78.245MB for 3415696-byte allocation
05-19 18:06:56.727 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
05-19 18:06:56.859 D/dalvikvm(12519): JIT unchain all for threadid=11
05-19 18:06:56.945 D/dalvikvm(12519): GC_FOR_ALLOC freed 24K, 11% free 79994K/89076K, paused 331ms, total 331ms
05-19 18:06:57.063 I/Choreographer(12519): Skipped 48 frames!  The application may be doing too much work on its main thread.
05-19 18:06:57.109 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@428a3c98 attribute=android.view.inputmethod.EditorInfo@428bff38, token = android.os.BinderProxy@42d52ac8
05-19 18:06:57.344 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:06:57.344 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/.ui.BackPersonalActivity} from pid 12519
05-19 18:06:57.438 D/dalvikvm(  374): GC_EXPLICIT freed 2899K, 30% free 19469K/27564K, paused 4ms+7ms, total 91ms
05-19 18:06:57.445 D/LauncherApplication(12519): [null:-1]->onActivityPaused
05-19 18:06:57.461 D/LauncherApplication(12519): [null:-1]->onActivityPaused  updateTime
05-19 18:06:57.477 V/Launcher(12519): default_launcher = #Intent;launchFlags=0x10200000;component=com.android.launcher/com.android.launcher2.Launcher;end
05-19 18:06:57.484 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-19 18:06:57.484 I/ActivityManager(  374): START u0 {act=android.intent.action.VIEW flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 12519
05-19 18:07:04.500 D/dalvikvm( 1661): GC_EXPLICIT freed 646K, 18% free 13064K/15888K, paused 2ms+3ms, total 47ms
05-19 18:07:09.547 D/dalvikvm( 1661): GC_EXPLICIT freed 155K, 18% free 13048K/15888K, paused 2ms+3ms, total 50ms
05-19 18:07:19.555 D/dalvikvm( 1661): GC_EXPLICIT freed 91K, 18% free 13047K/15888K, paused 2ms+4ms, total 55ms
05-19 18:07:21.492 D/LightsService(  374): Excessive delay setting light: 67ms
05-19 18:07:21.766 D/LightsService(  374): Excessive delay setting light: 67ms
05-19 18:07:24.188 D/MDM :   (12519): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":-2135617664,"type":0,"command":0,"result":0,"reason":0,"params":{"msgId":"1f80d851-27f6-4b57-a4a6-00af50988730,1f80d85127f64b57a4a600af50988730","device":"00013fbc8ecec5b90000014613abe64a","message":"{\"cmd\":\"10119\"}"}}
05-19 18:07:24.195 D/MdmService(12519): [null:-1]->push message type :0
05-19 18:07:24.195 D/MdmService(12519): [null:-1]->cmdMessage : {"cmd":"10119"}
05-19 18:07:24.195 D/MdmService(12519): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-19 18:07:24.195 D/MdmStatusManager(12519): [null:-1]->change status to : Busy
05-19 18:07:24.203 I/TransInfo(12519): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.c.b
05-19 18:07:24.203 D/NetworkThread(12519): [null:-1]->----isRunning-----true
05-19 18:07:24.203 D/NetworkThread(12519): [null:-1]->----isRunning-----true
05-19 18:07:24.203 D/NetworkThread(12519): [null:-1]->thread wakeup
05-19 18:07:24.203 D/NetworkThread(12519): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/ios/android_server, Params: [content:<?xml version="1.0" encoding="UTF-8"?>
05-19 18:07:24.203 D/NetworkThread(12519): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-19 18:07:24.203 D/NetworkThread(12519): <plist version="1.0">
05-19 18:07:24.203 D/NetworkThread(12519): <dict>
05-19 18:07:24.203 D/NetworkThread(12519): 	<key>Status</key>
05-19 18:07:24.203 D/NetworkThread(12519): 	<string>Idle</string>
05-19 18:07:24.203 D/NetworkThread(12519): 	<key>UDID</key>
05-19 18:07:24.203 D/NetworkThread(12519): 	<string>00013fbc8ecec5b90000014613abe64a</string>
05-19 18:07:24.203 D/NetworkThread(12519): </dict>
05-19 18:07:24.203 D/NetworkThread(12519): </plist>], 
05-19 18:07:24.203 D/HttpClient(12519): enable apache.http debug
05-19 18:07:24.219 V/DEBUG   (12519): HTTP 0
05-19 18:07:24.594 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:07:24.594 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:07:24.594 V/DEBUG   (12519): HTTP 1
05-19 18:07:24.602 D/MDM :   (12519): [null:-1]->read network input stream
05-19 18:07:24.602 D/MDM :   (12519): [null:-1]->Get joson string: <?xml version="1.0" encoding="UTF-8"?>
05-19 18:07:24.602 D/MDM :   (12519): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-19 18:07:24.602 D/MDM :   (12519): <plist version="1.0">
05-19 18:07:24.602 D/MDM :   (12519): <dict>
05-19 18:07:24.602 D/MDM :   (12519): 	<key>CommandUUID</key>
05-19 18:07:24.602 D/MDM :   (12519): 	<string>343aa30b-95f6-4204-a84c-5bdaaf4e3d4a</string>
05-19 18:07:24.602 D/MDM :   (12519): 	<key>Command</key>
05-19 18:07:24.602 D/MDM :   (12519): 	<dict>
05-19 18:07:24.602 D/MDM :   (12519): 		<key>RequestType</key>
05-19 18:07:24.602 D/MDM :   (12519): 		<string>SelectErase</string>
05-19 18:07:24.602 D/MDM :   (12519): 	</dict>
05-19 18:07:24.602 D/MDM :   (12519): </dict>
05-19 18:07:24.602 D/MDM :   (12519): </plist>
05-19 18:07:24.609 D/CheckInTransInfo(12519): [null:-1]->CommandMsg : CommandMsg{CommandUUID='343aa30b-95f6-4204-a84c-5bdaaf4e3d4a', Command=CommandObject{RequestType='SelectErase'}}
05-19 18:07:24.641 D/NetworkThread(12519): [null:-1]->clear mCurrentTransInfo
05-19 18:07:24.641 D/NetworkThread(12519): [null:-1]->queue is empty, thread wait...
05-19 18:07:24.742 D/MdmService(12519): [null:-1]->handleCheckInResult
05-19 18:07:24.742 D/MdmService(12519): [null:-1]->handleCheckInResult result keyIndex: 3
05-19 18:07:24.742 D/CommandManager(12519): [null:-1]->execute command: CommandMsg{CommandUUID='343aa30b-95f6-4204-a84c-5bdaaf4e3d4a', Command=CommandObject{RequestType='SelectErase'}}
05-19 18:07:24.758 D/CommandManager(12519): [null:-1]->requestType: SelectErase
05-19 18:07:24.805 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-19 18:07:24.820 D/MdmDatabaseHelper(12519): [null:-1]->update command 343aa30b-95f6-4204-a84c-5bdaaf4e3d4a to status executed
05-19 18:07:24.836 I/TransInfo(12519): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.c.b
05-19 18:07:24.844 D/NetworkThread(12519): [null:-1]->----isRunning-----true
05-19 18:07:24.844 D/NetworkThread(12519): [null:-1]->----isRunning-----true
05-19 18:07:24.844 D/NetworkThread(12519): [null:-1]->thread wakeup
05-19 18:07:24.844 D/NetworkThread(12519): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/ios/android_server, Params: [content:<?xml version="1.0" encoding="UTF-8"?>
05-19 18:07:24.844 D/NetworkThread(12519): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-19 18:07:24.844 D/NetworkThread(12519): <plist version="1.0">
05-19 18:07:24.844 D/NetworkThread(12519): <dict>
05-19 18:07:24.844 D/NetworkThread(12519): 	<key>CommandUUID</key>
05-19 18:07:24.844 D/NetworkThread(12519): 	<string>343aa30b-95f6-4204-a84c-5bdaaf4e3d4a</string>
05-19 18:07:24.844 D/NetworkThread(12519): 	<key>Status</key>
05-19 18:07:24.844 D/NetworkThread(12519): 	<string>Acknowledged</string>
05-19 18:07:24.844 D/NetworkThread(12519): 	<key>UDID</key>
05-19 18:07:24.844 D/NetworkThread(12519): 	<string>00013fbc8ecec5b90000014613abe64a</string>
05-19 18:07:24.844 D/NetworkThread(12519): </dict>
05-19 18:07:24.844 D/NetworkThread(12519): </plist>], 
05-19 18:07:24.844 D/HttpClient(12519): enable apache.http debug
05-19 18:07:24.844 V/DEBUG   (12519): HTTP 0
05-19 18:07:25.109 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:07:25.109 D/MDM :   (12519): [null:-1]->statusCode : 200
05-19 18:07:25.109 V/DEBUG   (12519): HTTP 1
05-19 18:07:25.109 D/MDM :   (12519): [null:-1]->Get joson string: 
05-19 18:07:25.117 D/MdmDatabaseHelper(12519): [null:-1]->update command 343aa30b-95f6-4204-a84c-5bdaaf4e3d4a to status executed
05-19 18:07:25.149 D/NetworkThread(12519): [null:-1]->clear mCurrentTransInfo
05-19 18:07:25.149 D/NetworkThread(12519): [null:-1]->queue is empty, thread wait...
05-19 18:07:25.211 D/MdmService(12519): [null:-1]->handleCheckInResult
05-19 18:07:25.211 D/MdmService(12519): [null:-1]->handleCheckInResult result keyIndex: 3
05-19 18:07:25.219 D/HandleCommandTask(12519): [null:-1]->execute command msg but beanBase is null
05-19 18:07:25.219 D/MdmStatusManager(12519): [null:-1]->change status to : Idle
05-19 18:07:27.281 I/PowerManagerService(  374): Going to sleep due to screen timeout...
05-19 18:07:27.313 D/dalvikvm(10683): GC_CONCURRENT freed 527K, 6% free 9491K/10060K, paused 2ms+1ms, total 21ms
05-19 18:07:27.906 D/SurfaceFlinger(  124): Screen released, type=0 flinger=0x40e95478
05-19 18:07:27.977 D/dalvikvm(10683): GC_FOR_ALLOC freed 6K, 6% free 9490K/10060K, paused 46ms, total 46ms
05-19 18:07:27.977 I/dalvikvm-heap(10683): Grow heap (frag case) to 9.422MB for 124264-byte allocation
05-19 18:07:28.000 D/NfcService(  568): NFC-C OFF, disconnect
05-19 18:07:28.008 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-19 18:07:28.016 D/dalvikvm(10683): GC_FOR_ALLOC freed 0K, 6% free 9611K/10184K, paused 36ms, total 36ms
05-19 18:07:28.039 D/dalvikvm(10683): GC_FOR_ALLOC freed <1K, 6% free 9612K/10184K, paused 25ms, total 25ms
05-19 18:07:28.039 I/dalvikvm-heap(10683): Grow heap (frag case) to 9.633MB for 221232-byte allocation
05-19 18:07:28.070 D/dalvikvm(10683): GC_FOR_ALLOC freed 0K, 6% free 9828K/10404K, paused 29ms, total 29ms
05-19 18:07:28.125 V/MDM :   (12519): [null:-1]->Screen receiver is called.
05-19 18:07:28.125 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-19 18:07:28.149 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-19 18:07:32.961 V/KeyguardHostView(  374): hide transport, gen:1
05-19 18:07:32.961 V/KeyguardHostView(  374): music state changed: 0
05-19 18:07:32.977 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info back home RECENT* clock SEARCH* >
05-19 18:07:32.992 V/TAG     (  374): bug 7643792: fitSystemWindows([0,50][0,0])
05-19 18:07:33.039 D/PhoneStatusBar(  448): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* SEARCH >
05-19 18:07:34.758 D/CmdSelectEraseDevice(12519): [null:-1]->==========select erase device========
05-19 18:07:34.758 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ec3bdac at offset 200 that is not in the object list
05-19 18:07:34.758 D/MdmService(12519): [null:-1]->receiver action :com.pekall.mdm.action.SELECT_ERASE
05-19 18:07:34.766 D/mdm_log (12519): [null:-1]->action is : com.pekall.mdm.action.SELECT_ERASE
05-19 18:07:34.766 D/MDM :   (12519): [null:-1]->selectErase start to select eraser data 
05-19 18:07:34.774 V/MdmApp  (12519): [null:-1]->Token for user zhenhua.sang@pekall.com <password '123456', token '87e01a9455f7e956a468190a9c4c76be1134'> has expired, ask user to re-login
05-19 18:07:34.805 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-19 18:07:34.805 I/ActivityManager(  374): START u0 {flg=0x10008000 cmp=com.pekall.emdm.launcher/com.pekall.emdm.ui.SplashActivity} from pid 12519
05-19 18:07:34.820 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-19 18:07:34.820 V/LauncherApplication(12519): onActivityStarted
05-19 18:07:34.820 D/        (12519): [---null: -1---]     awsa  onActivityResumed
05-19 18:07:34.820 V/LauncherApplication(12519): 2MdmConstant.LAST_LAUNCH_TIME = 1400494017473
05-19 18:07:34.820 W/ActivityManager(  374): Unable to start service Intent { act=com.pekall.mdm.action.SELECT_ERASE } U=0: not found
