--------- beginning of /dev/log/system 
05-22 10:17:34.189 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothInputDevice.<init>:240 android.bluetooth.BluetoothAdapter.getProfileProxy:1168 com.android.settings.bluetooth.LocalBluetoothAdapter.getProfileProxy:94  
05-22 10:17:34.197 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPan.<init>:141 android.bluetooth.BluetoothAdapter.getProfileProxy:1171 com.android.settings.bluetooth.PanProfile.<init>:73  
05-22 10:17:34.205 W/ContextImpl(12685): Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1439 android.content.ContextWrapper.bindService:496 android.bluetooth.BluetoothPbap.<init>:161 com.android.settings.bluetooth.PbapServerProfile.<init>:68 com.android.settings.bluetooth.LocalBluetoothProfileManager.<init>:124  
05-22 10:17:34.353 D/WifiService(  374): setWifiEnabled: true pid=12685, uid=1000 
05-22 10:57:39.955 I/QueryController(15694): Matched selector: UiSelector[TEXT=Email, CLASS=android.widget.TextView, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3c16c; boundsInParent: Rect(0, 0 - 160, 200); boundsInScreen: Rect(370, 608 - 530, 808); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Email; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:39.971 I/QueryController(15694): Matched selector: UiSelector[TEXT=Email, CLASS=android.widget.TextView, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3c16c; boundsInParent: Rect(0, 0 - 160, 200); boundsInScreen: Rect(370, 608 - 530, 808); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Email; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:39.978 I/QueryController(15694): Matched selector: UiSelector[TEXT=Email, CLASS=android.widget.TextView, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3c16c; boundsInParent: Rect(0, 0 - 160, 200); boundsInScreen: Rect(370, 608 - 530, 808); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Email; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:39.978 D/UiObject(15694): getText() = Email
05-22 10:57:39.986 I/QueryController(15694): Matched selector: UiSelector[TEXT=Email, CLASS=android.widget.TextView, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3c16c; boundsInParent: Rect(0, 0 - 160, 200); boundsInScreen: Rect(370, 608 - 530, 808); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Email; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:40.002 I/QueryController(15694): Matched selector: UiSelector[TEXT=Email, CLASS=android.widget.TextView, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3c16c; boundsInParent: Rect(0, 0 - 160, 200); boundsInScreen: Rect(370, 608 - 530, 808); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Email; contentDescription: null; viewIdResName: null; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:40.002 D/InteractionController(15694): clickAndWaitForNewWindow(450, 708)
05-22 10:57:40.142 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:57:40.142 I/ActivityManager(  374): START u0 {flg=0x10000000 cmp=com.pekall.emdm.launcher/com.pekall.semail.activity.Welcome} from pid 14465
05-22 10:57:40.252 D/dalvikvm(  374): GC_FOR_ALLOC freed 2063K, 24% free 23038K/30132K, paused 79ms, total 79ms
05-22 10:57:40.260 D/LauncherApplication(14465): [null:-1]->onActivityPaused
05-22 10:57:40.275 D/LauncherApplication(14465): [null:-1]->onActivityPaused  updateTime
05-22 10:57:40.291 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:57:40.306 D/Email   (14465): Host auth recv id: 1
05-22 10:57:40.306 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:40.306 D/Email   (14465): Host auth send id: 2
05-22 10:57:40.306 D/Email   (14465): Valid Host auth send? true
05-22 10:57:40.314 D/Email   (14465): [User] action setup user
05-22 10:57:40.314 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:57:40.314 I/ActivityManager(  374): START u0 {flg=0x2000000 cmp=com.pekall.emdm.launcher/com.pekall.semail.activity.setup.AccountSetupUser} from pid 14465
05-22 10:57:40.322 D/ExchangeService(14465): !!! EAS ExchangeService, onStartCommand, startingUp = false, running = false
05-22 10:57:40.322 D/ExchangeService(14465): !!! EAS ExchangeService, onCreate
05-22 10:57:40.322 D/ExchangeService(14465): to start secureStorageService now
05-22 10:57:40.322 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-22 10:57:40.330 V/a       (14465): Bind requested for task test
05-22 10:57:40.330 D/ExchangeService(14465): Reconciling accounts...
05-22 10:57:40.330 V/a       (14465): Bind requested for task reconcileAccounts
05-22 10:57:40.338 V/a       (14465): Waiting for task reconcileAccounts to complete...
05-22 10:57:40.369 D/Email   (14465): [User] AccountSetupUserFragment onCreate
05-22 10:57:40.369 D/Email   (14465): [User] AccountSetupUserFragment onCreateView
05-22 10:57:40.377 W/ResourceType(14465): Failure getting entry for 0x7f1100f9 (t=16 e=249) in package 0 (error -75)
05-22 10:57:40.377 W/ResourceType(14465): Failure getting entry for 0x7f1100f9 (t=16 e=249) in package 0 (error -75)
05-22 10:57:40.408 D/Email   (14465): [User] AccountSetupUserFragment onActivityCreated
05-22 10:57:40.408 V/LauncherApplication(14465): onActivityStarted
05-22 10:57:40.416 D/Email   (14465): [User] AccountSetupUserFragment onStart
05-22 10:57:40.416 D/        (14465): [---null: -1---]     awsa  onActivityResumed
05-22 10:57:40.416 V/LauncherApplication(14465): 2MdmConstant.LAST_LAUNCH_TIME = 1400727460280
05-22 10:57:40.424 D/        (14465): [---null: -1---]  activity = com.pekall.semail.activity.setup.AccountSetupUser
05-22 10:57:40.431 V/DefultSetContriller(14465): isLauncherDf = com.pekall.emdm.launcher
05-22 10:57:40.431 V/DefultSetContriller(14465): isPhoneDf = com.pekall.emdm.launcher
05-22 10:57:40.431 E/LauncherApplication(14465): isShowLogoutUI = true
05-22 10:57:40.431 E/LauncherApplication(14465): LogoutShowTime 1
05-22 10:57:40.431 D/Email   (14465): [User] AccountSetupUserFragment onResume
05-22 10:57:40.439 E/Email   (14465): [User] Get user name from configuration 'zhenhua.sang@pekall.com'
05-22 10:57:40.439 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:40.439 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:40.447 D/ExchangeService(14465): !!! EAS ExchangeService, onStartCommand, startingUp = true, running = false
05-22 10:57:40.494 I/dalvikvm(14465): Jit: resizing JitTable from 8192 to 16384
05-22 10:57:40.744 D/dalvikvm(14465): JIT unchain all for threadid=11
05-22 10:57:40.822 V/a       (14465): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 10:57:40.830 V/a       (14465): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 10:57:40.838 V/a       (14465): Connection test succeeded in 513ms
05-22 10:57:40.846 V/a       (14465): Task test completed; disconnecting
05-22 10:57:40.861 V/a       (14465): Task reconcileAccounts completed; disconnecting
05-22 10:57:40.861 V/a       (14465): Wait for reconcileAccounts finished in 519ms
05-22 10:57:40.900 I/ActivityManager(  374): Displayed com.pekall.emdm.launcher/com.pekall.semail.activity.setup.AccountSetupUser: +576ms (total +622ms)
05-22 10:57:40.955 D/ExchangeService(14465): !!! EAS ExchangeService, stopping self
05-22 10:57:40.978 D/ExchangeService(14465): !!! EAS ExchangeService, onDestroy
05-22 10:57:41.072 D/dalvikvm(  531): GC_CONCURRENT freed 491K, 14% free 10790K/12540K, paused 6ms+8ms, total 52ms
05-22 10:57:42.041 I/QueryController(15694): Matched selector: UiSelector[TEXT=Account setup] <<==>> [android.view.accessibility.AccessibilityNodeInfo@45f38; boundsInParent: Rect(0, 0 - 231, 48); boundsInScreen: Rect(90, 74 - 321, 122); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: Account setup; contentDescription: null; viewIdResName: android:id/action_bar_title; checkable: false; checked: false; focusable: false; focused: false; selected: false; clickable: false; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:42.080 I/QueryController(15694): Matched selector: UiSelector[CLASS=android.widget.EditText, DESCRIPTION=Email address] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3fd9e; boundsInParent: Rect(0, 0 - 656, 64); boundsInScreen: Rect(32, 353 - 688, 417); packageName: com.pekall.emdm.launcher; className: android.widget.EditText; text: zhenhua.sang@pekall.com; contentDescription: Email address; viewIdResName: com.pekall.emdm.launcher:id/account_email; checkable: false; checked: false; focusable: true; focused: true; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_CLEAR_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:43.471 I/QueryController(15694): Matched selector: UiSelector[CONTAINS_DESCRIPTION=Select all] <<==>> [android.view.accessibility.AccessibilityNodeInfo@48101; boundsInParent: Rect(0, 0 - 112, 96); boundsInScreen: Rect(384, 50 - 496, 146); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: null; contentDescription: Select all; viewIdResName: android:id/selectAll; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:57:43.494 I/QueryController(15694): Matched selector: UiSelector[CONTAINS_DESCRIPTION=Select all] <<==>> [android.view.accessibility.AccessibilityNodeInfo@48101; boundsInParent: Rect(0, 0 - 112, 96); boundsInScreen: Rect(384, 50 - 496, 146); packageName: com.pekall.emdm.launcher; className: android.widget.TextView; text: null; contentDescription: Select all; viewIdResName: android:id/selectAll; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:57:43.494 D/InteractionController(15694): clickAndSync(440, 98)
05-22 10:57:43.517 W/GAV2    (15779): Thread[GAThread,5,main]: Service unavailable (code=1), will retry.
05-22 10:57:43.517 I/GAV2    (15779): Thread[GAThread,5,main]: No campaign data found.
05-22 10:57:43.517 W/ActivityManager(  374): Unable to start service Intent { act=com.google.android.gms.analytics.service.START (has extras) } U=0: not found
05-22 10:57:43.939 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:44.791 I/QueryController(15694): Matched selector: UiSelector[CLASS=android.widget.EditText, DESCRIPTION=Email address] <<==>> [android.view.accessibility.AccessibilityNodeInfo@3fd9e; boundsInParent: Rect(0, 0 - 656, 64); boundsInScreen: Rect(32, 353 - 688, 417); packageName: com.pekall.emdm.launcher; className: android.widget.EditText; text: User name; contentDescription: Email address; viewIdResName: com.pekall.emdm.launcher:id/account_email; checkable: false; checked: false; focusable: true; focused: true; selected: false; clickable: true; longClickable: true; enabled: true; password: false; scrollable: false; [ACTION_CLEAR_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:57:47.127 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.135 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.166 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.181 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.197 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.228 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.236 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.260 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.267 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.299 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.322 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.338 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.361 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.385 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.400 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.431 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.439 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.447 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.478 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.486 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.502 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.525 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:47.533 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:48.096 I/QueryController(15694): Matched selector: UiSelector[CLASS=android.widget.EditText, DESCRIPTION=Password] <<==>> [android.view.accessibility.AccessibilityNodeInfo@43d6f; boundsInParent: Rect(0, 0 - 656, 65); boundsInScreen: Rect(32, 425 - 688, 490); packageName: com.pekall.emdm.launcher; className: android.widget.EditText; text: null; contentDescription: Password; viewIdResName: com.pekall.emdm.launcher:id/account_password; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: true; enabled: true; password: true; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:57:48.517 W/GAV2    (15779): Thread[Service Reconnect,5,main]: Service unavailable (code=1), using local store.
05-22 10:57:48.517 W/ActivityManager(  374): Unable to start service Intent { act=com.google.android.gms.analytics.service.START (has extras) } U=0: not found
05-22 10:57:48.619 D/dalvikvm(15779): GC_CONCURRENT freed 216K, 3% free 9291K/9548K, paused 2ms+20ms, total 45ms
05-22 10:57:48.627 W/View    (14465): couldn't find view with id 2131296416
05-22 10:57:50.510 I/QueryController(15694): Matched selector: UiSelector[CLASS=android.widget.EditText, DESCRIPTION=Password] <<==>> [android.view.accessibility.AccessibilityNodeInfo@43d6f; boundsInParent: Rect(0, 0 - 656, 65); boundsInScreen: Rect(32, 425 - 688, 490); packageName: com.pekall.emdm.launcher; className: android.widget.EditText; text: null; contentDescription: Password; viewIdResName: com.pekall.emdm.launcher:id/account_password; checkable: false; checked: false; focusable: true; focused: true; selected: false; clickable: true; longClickable: true; enabled: true; password: true; scrollable: false; [ACTION_CLEAR_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_LONG_CLICK, ACTION_ACCESSIBILITY_FOCUS]]
05-22 10:57:52.799 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:52.814 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:52.838 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:52.869 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:52.885 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:52.908 D/Email   (14465): [User] on enable proceed buttons
05-22 10:57:53.447 I/QueryController(15694): Matched selector: UiSelector[TEXT=Done, CLASS=android.widget.Button, PACKAGE NAME=com.pekall.emdm.launcher] <<==>> [android.view.accessibility.AccessibilityNodeInfo@42e6b; boundsInParent: Rect(0, 0 - 656, 80); boundsInScreen: Rect(32, 650 - 688, 730); packageName: com.pekall.emdm.launcher; className: android.widget.Button; text: Done; contentDescription: null; viewIdResName: com.pekall.emdm.launcher:id/complete; checkable: false; checked: false; focusable: true; focused: false; selected: false; clickable: true; longClickable: false; enabled: true; password: false; scrollable: false; [ACTION_FOCUS, ACTION_SELECT, ACTION_CLEAR_SELECTION, ACTION_CLICK, ACTION_ACCESSIBILITY_FOCUS, ACTION_NEXT_AT_MOVEMENT_GRANULARITY, ACTION_PREVIOUS_AT_MOVEMENT_GRANULARITY, ACTION_SET_SELECTION]]
05-22 10:57:53.447 D/InteractionController(15694): clickAndWaitForNewWindow(360, 690)
05-22 10:57:53.564 D/Email   (14465): [User] complete, verify user with server
05-22 10:57:53.564 D/Email   (14465): [User] initial userName 'zhenhua.sang@pekall.com', userPassword '432911'
05-22 10:57:53.564 D/Email   (14465): [User] initial display name 'John', sender name 'John'
05-22 10:57:53.564 D/Email   (14465): Host auth recv id: 1
05-22 10:57:53.572 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:53.572 D/Email   (14465): Host auth send id: 2
05-22 10:57:53.572 D/Email   (14465): Valid Host auth send? true
05-22 10:57:53.572 D/Email   (14465): [User] on proceed next
05-22 10:57:53.572 D/Email   (14465): Begin check of incoming email settings
05-22 10:57:53.635 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:53.666 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:53.666 D/Email   (14465): *** IMAP open mail.pekall.com:993
05-22 10:57:53.806 W/SSLCertificateSocketFactory(14465): Bypassing SSL security checks at caller's request
05-22 10:57:53.908 D/Email   (14465): <<< #null# ["OK", "mail.pekall.com Zimbra IMAP4rev1 server ready"]
05-22 10:57:53.908 D/Email   (14465): >>> 1 CAPABILITY
05-22 10:57:53.939 D/Email   (14465): <<< #null# ["CAPABILITY", "IMAP4rev1", "AUTH=PLAIN", "ACL", "BINARY", "CATENATE", "CHILDREN", "CONDSTORE", "ENABLE", "ESEARCH", "ESORT", "I18NLEVEL=1", "ID", "IDLE", "LIST-EXTENDED", "LIST-STATUS", "LITERAL+", "LOGIN-REFERRALS", "MULTIAPPEND", "NAMESPACE", "QRESYNC", "QUOTA", "RIGHTS=ektx", "SASL-IR", "SEARCHRES", "SORT", "THREAD=ORDEREDSUBJECT", "UIDPLUS", "UNSELECT", "WITHIN", "XLIST"]
05-22 10:57:53.939 D/Email   (14465): <<< #1# ["OK", "CAPABILITY completed"]
05-22 10:57:53.963 D/Email   (14465): >>> 2 ID ("name" "com.pekall.emdm.launcher" "os" "android" "os-version" "4.3; JWR66Y" "vendor" "samsung" "x-android-device-model" "Galaxy Nexus" "AGUID" "9kfIxGLFhX6ZPeJLZ+fyUh8P4OQ=")
05-22 10:57:53.971 D/Email   (14465): <<< #null# ["ID", ["NAME", "Zimbra", "VERSION", "8.0.4_GA_5737", "RELEASE", "20130524120036"]]
05-22 10:57:53.971 D/Email   (14465): <<< #2# ["OK", "ID completed"]
05-22 10:57:53.971 D/Email   (14465): >>> 3 LOGIN zhenhua.sang@pekall.com "432911"
05-22 10:57:53.986 D/Email   (14465): <<< #3# ["OK", ["CAPABILITY", "IMAP4rev1", "ACL", "BINARY", "CATENATE", "CHILDREN", "CONDSTORE", "ENABLE", "ESEARCH", "ESORT", "I18NLEVEL=1", "ID", "IDLE", "LIST-EXTENDED", "LIST-STATUS", "LITERAL+", "LOGIN-REFERRALS", "MULTIAPPEND", "NAMESPACE", "QRESYNC", "QUOTA", "RIGHTS=ektx", "SASL-IR", "SEARCHRES", "SORT", "THREAD=ORDEREDSUBJECT", "UIDPLUS", "UNSELECT", "WITHIN", "XLIST"], "LOGIN completed"]
05-22 10:57:53.986 D/Email   (14465): >>> 4 NAMESPACE
05-22 10:57:53.994 D/Email   (14465): <<< #null# ["NAMESPACE", [["", "/"]], [["/home/", "/"]], ]
05-22 10:57:53.994 D/Email   (14465): <<< #4# ["OK", "NAMESPACE completed"]
05-22 10:57:53.994 D/Email   (14465): Begin check of outgoing email settings
05-22 10:57:53.994 D/Email   (14465): Valid Host auth send? true
05-22 10:57:53.994 D/Email   (14465): Valid Host auth send? true
05-22 10:57:53.994 D/Email   (14465): Valid Host auth send? true
05-22 10:57:53.994 D/Email   (14465): *** IMAP open mail.pekall.com:465
05-22 10:57:54.096 D/Email   (14465): <<< 220 mail.pekall.com ESMTP Postfix
05-22 10:57:54.096 D/Email   (14465): >>> EHLO [192.168.8.144]
05-22 10:57:54.111 D/Email   (14465): <<< 250-mail.pekall.com
05-22 10:57:54.111 D/Email   (14465): <<< 250-PIPELINING
05-22 10:57:54.119 D/Email   (14465): <<< 250-SIZE 102400000
05-22 10:57:54.119 D/Email   (14465): <<< 250-VRFY
05-22 10:57:54.127 D/Email   (14465): <<< 250-ETRN
05-22 10:57:54.127 D/Email   (14465): <<< 250-AUTH PLAIN LOGIN
05-22 10:57:54.135 D/Email   (14465): <<< 250-AUTH=PLAIN LOGIN
05-22 10:57:54.142 D/Email   (14465): <<< 250-ENHANCEDSTATUSCODES
05-22 10:57:54.142 D/Email   (14465): <<< 250-8BITMIME
05-22 10:57:54.142 D/Email   (14465): <<< 250 DSN
05-22 10:57:54.158 D/Email   (14465): >>> AUTH PLAIN AHpoZW5odWEuc2FuZ0BwZWthbGwuY29tADQzMjkxMQ==
05-22 10:57:54.213 D/Email   (14465): <<< 235 2.7.0 Authentication successful
05-22 10:57:54.236 D/Email   (14465): [User] AccountSetupUserFragment saveSettingsAfterSetup
05-22 10:57:54.244 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42918d10 attribute=null, token = android.os.BinderProxy@429d93d0
05-22 10:57:54.260 D/Email   (14465): [User] Account is changed during setup user.
05-22 10:57:54.260 D/Email   (14465): [User] Account is changed during setup user.
05-22 10:57:54.314 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:54.338 D/Email   (14465): Valid Host auth send? true
05-22 10:57:54.361 W/Email   (14465): Could not load INBOX for account id: 1
05-22 10:57:54.369 D/Email   (14465): [User] on check settings complete, result: 0
05-22 10:57:54.369 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:57:54.369 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm.launcher/com.pekall.semail.activity.Welcome} from pid 14465
05-22 10:57:54.392 W/Email   (14465): Could not load INBOX for account id: 1
05-22 10:57:54.400 W/Email   (14465): Could not load INBOX for account id: 1
05-22 10:57:54.494 D/dalvikvm(  374): GC_FOR_ALLOC freed 2343K, 24% free 23001K/30132K, paused 80ms, total 81ms
05-22 10:57:54.517 D/Email   (14465): [User] AccountSetupUserFragment onPause
05-22 10:57:54.525 D/LauncherApplication(14465): [null:-1]->onActivityPaused
05-22 10:57:54.533 D/LauncherApplication(14465): [null:-1]->onActivityPaused  updateTime
05-22 10:57:54.564 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:57:54.572 D/Email   (14465): Host auth recv id: 1
05-22 10:57:54.580 D/Email   (14465): Valid Host auth recv? true
05-22 10:57:54.588 I/Email   (14465): Inbox not found.  Starting mailbox finder...
05-22 10:57:54.588 E/Email   (14465): Adding new waiting sync message view
05-22 10:57:54.611 V/LauncherApplication(14465): onActivityStarted
05-22 10:57:54.611 D/        (14465): [---null: -1---]     awsa  onActivityResumed
05-22 10:57:54.611 V/LauncherApplication(14465): 2MdmConstant.LAST_LAUNCH_TIME = 1400727474540
05-22 10:57:54.642 D/        (14465): [---null: -1---]  activity = com.pekall.semail.activity.Welcome
05-22 10:57:54.642 V/DefultSetContriller(14465): isLauncherDf = com.pekall.emdm.launcher
05-22 10:57:54.642 V/DefultSetContriller(14465): isPhoneDf = com.pekall.emdm.launcher
05-22 10:57:54.642 E/LauncherApplication(14465): isShowLogoutUI = true
05-22 10:57:54.650 E/LauncherApplication(14465): LogoutShowTime 1
05-22 10:57:54.650 D/ExchangeService(14465): !!! EAS ExchangeService, onStartCommand, startingUp = false, running = false
05-22 10:57:54.650 D/ExchangeService(14465): to start secureStorageService now
05-22 10:57:54.658 V/a       (14465): Bind requested for task test
05-22 10:57:54.658 D/ExchangeService(14465): Reconciling accounts...
05-22 10:57:54.674 V/a       (14465): Bind requested for task reconcileAccounts
05-22 10:57:54.728 D/dalvikvm(15779): GC_CONCURRENT freed 303K, 4% free 9408K/9752K, paused 33ms+20ms, total 182ms
05-22 10:57:54.736 V/a       (14465): Waiting for task reconcileAccounts to complete...
05-22 10:57:54.783 V/a       (14465): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 10:57:54.791 V/a       (14465): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 10:57:54.791 V/a       (14465): Connection test succeeded in 139ms
05-22 10:57:54.791 D/Email   (14465): [User] Handle reset setup data.
05-22 10:57:54.799 I/ActivityManager(  374): Displayed com.pekall.emdm.launcher/com.pekall.semail.activity.Welcome: +262ms
05-22 10:57:54.799 V/a       (14465): Task test completed; disconnecting
05-22 10:57:54.806 I/Email   (14465): MailboxFinder: Starting network lookup.
05-22 10:57:54.822 V/a       (14465): Task reconcileAccounts completed; disconnecting
05-22 10:57:54.822 V/a       (14465): Wait for reconcileAccounts finished in 87ms
05-22 10:57:54.869 D/ExchangeService(14465): !!! EAS ExchangeService, stopping self
