--------- beginning of /dev/log/system 
05-22 10:07:14.838 W/ActivityManager(  374): Killing ProcessRecord{42540e98 12499:com.pekall.emdm.launcher:remote/u0a10066}: background ANR 
05-22 10:50:27.627 D/NetworkThread(14465): <plist version="1.0">
05-22 10:50:27.627 D/NetworkThread(14465): <dict>
05-22 10:50:27.627 D/NetworkThread(14465): 	<key>CommandUUID</key>
05-22 10:50:27.627 D/NetworkThread(14465): 	<string>17c6ca8e-154a-4ae2-81b9-fc321e87e2e1</string>
05-22 10:50:27.627 D/NetworkThread(14465): 	<key>Status</key>
05-22 10:50:27.627 D/NetworkThread(14465): 	<string>Acknowledged</string>
05-22 10:50:27.627 D/NetworkThread(14465): 	<key>UDID</key>
05-22 10:50:27.627 D/NetworkThread(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:50:27.627 D/NetworkThread(14465): </dict>
05-22 10:50:27.627 D/NetworkThread(14465): </plist>], 
05-22 10:50:27.627 D/HttpClient(14465): enable apache.http debug
05-22 10:50:27.627 V/DEBUG   (14465): HTTP 0
05-22 10:50:28.150 D/MDM :   (14465): [null:-1]->statusCode : 200
05-22 10:50:28.158 D/MDM :   (14465): [null:-1]->statusCode : 200
05-22 10:50:28.158 V/DEBUG   (14465): HTTP 1
05-22 10:50:28.197 D/MDM :   (14465): [null:-1]->read network input stream
05-22 10:50:28.197 D/MDM :   (14465): [null:-1]->read network input stream
05-22 10:50:28.197 D/MDM :   (14465): [null:-1]->Get joson string: <?xml version="1.0" encoding="UTF-8"?>
05-22 10:50:28.197 D/MDM :   (14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:50:28.197 D/MDM :   (14465): <plist version="1.0">
05-22 10:50:28.197 D/MDM :   (14465): <dict>
05-22 10:50:28.197 D/MDM :   (14465): 	<key>CommandUUID</key>
05-22 10:50:28.197 D/MDM :   (14465): 	<string>5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52</string>
05-22 10:50:28.197 D/MDM :   (14465): 	<key>Command</key>
05-22 10:50:28.197 D/MDM :   (14465): 	<dict>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentName</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>测试文档内容未汉字</string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentSize</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>40</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentFormat</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>txt</string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DownloadURL</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>https://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=f316dedf87fc45babe8a737f6307</string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>Auth</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>0</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentUUID</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>164</string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>Version</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string></string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentDescription</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>斯蒂芬</string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentCategory</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>57506</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>IsCompressed</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>0</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>ReadAuthDay</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>0</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>RingNotify</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>0</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>EncryptLevel</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<integer>0</integer>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>DocumentType</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>Normal</string>
05-22 10:50:28.197 D/MDM :   (14465): 		<key>RequestType</key>
05-22 10:50:28.197 D/MDM :   (14465): 		<string>InstallDocument</string>
05-22 10:50:28.197 D/MDM :   (14465): 	</dict>
05-22 10:50:28.197 D/MDM :   (14465): </dict>
05-22 10:50:28.197 D/MDM :   (14465): </plist>
05-22 10:50:28.236 D/MdmDatabaseHelper(14465): [null:-1]->update command 17c6ca8e-154a-4ae2-81b9-fc321e87e2e1 to status executed
05-22 10:50:28.267 D/CheckInTransInfo(14465): [null:-1]->CommandMsg : CommandMsg{CommandUUID='5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52', Command=CommandInstallDocument{DocumentName='测试文档内容未汉字', DocumentSize=40, DocumentFormat='txt', DownloadURL='https://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=f316dedf87fc45babe8a737f6307', Auth=0, DocumentUUID='164', Version='', DocumentDescription='斯蒂芬', DocumentCategory=57506, IsCompressed=0, ReadAuthDay=0, RingNotify=0, EncryptLevel=0}}
05-22 10:50:28.299 D/NetworkThread(14465): [null:-1]->clear mCurrentTransInfo
05-22 10:50:28.299 D/NetworkThread(14465): [null:-1]->queue is empty, thread wait...
05-22 10:50:28.392 D/MdmService(14465): [null:-1]->handleCheckInResult
05-22 10:50:28.392 D/MdmService(14465): [null:-1]->handleCheckInResult result keyIndex: 3
05-22 10:50:28.400 D/CommandManager(14465): [null:-1]->execute command: CommandMsg{CommandUUID='5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52', Command=CommandInstallDocument{DocumentName='测试文档内容未汉字', DocumentSize=40, DocumentFormat='txt', DownloadURL='https://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=f316dedf87fc45babe8a737f6307', Auth=0, DocumentUUID='164', Version='', DocumentDescription='斯蒂芬', DocumentCategory=57506, IsCompressed=0, ReadAuthDay=0, RingNotify=0, EncryptLevel=0}}
05-22 10:50:28.478 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-22 10:50:28.478 D/DownLoadDocService(14465): [null:-1]->action is  com.pekall.emdm.action.DOWNLOADDOC
05-22 10:50:28.478 D/DownLoadDocService(14465): [null:-1]->uuid is  164 ,url is https://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=f316dedf87fc45babe8a737f6307
05-22 10:50:28.486 D/StorageManager(14465): Create document synchronously, bundle
05-22 10:50:28.486 D/SDCardDocumentStore(14465): Home directory: /storage/emulated/0/contentlocker
05-22 10:50:28.494 D/CommandManager(14465): [null:-1]->requestType: InstallDocument
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> name: 测试文档内容未汉字
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> extension: txt
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> mime type: text/plain
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> size: 40
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> created date: 1400727028497
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> modified date: 1400727028497
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> server url: 164
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> is visible: false
05-22 10:50:28.494 D/StorageManageImpl(14465): >>> sort: C
05-22 10:50:28.681 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:50:28.721 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6013bdac at offset 200 that is not in the object list
05-22 10:50:28.767 V/CounterTextView(14465): onReceive
05-22 10:50:28.767 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:50:28.775 V/CounterTextView(14465): onReceive
05-22 10:50:28.775 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:50:28.783 V/CounterTextView(14465): onReceive
05-22 10:50:28.783 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:50:28.799 V/CounterTextView(14465): onReceive
05-22 10:50:28.799 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:50:28.806 V/CounterTextView(14465): onReceive
05-22 10:50:28.806 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:50:28.853 V/CounterTextView(14465): onReceive
05-22 10:50:28.853 D/        (14465): [---null: -1---]   msg  xxd1
05-22 10:50:28.853 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:50:28.869 D/        (14465): [---null: -1---]  1111222  mLongAxisStartPadding110
05-22 10:50:28.869 D/        (14465): [---null: -1---]  11112223  heightSpecSize1094
05-22 10:50:28.869 D/        (14465): [---null: -1---]  11112223  mLongAxisStartPadding110
05-22 10:50:28.869 D/        (14465): [---null: -1---]  11112223  mLongAxisEndPadding110
05-22 10:50:28.869 D/        (14465): [---null: -1---]  11112223  mRows4
05-22 10:50:28.877 D/        (14465): [---null: -1---]  1111222  mLongAxisStartPadding110
05-22 10:50:28.877 D/        (14465): [---null: -1---]  11112223  heightSpecSize1094
05-22 10:50:28.877 D/        (14465): [---null: -1---]  11112223  mLongAxisStartPadding110
05-22 10:50:28.885 D/        (14465): [---null: -1---]  11112223  mLongAxisEndPadding110
05-22 10:50:28.885 D/        (14465): [---null: -1---]  11112223  mRows4
05-22 10:50:28.900 V/CounterTextView(14465): draw
05-22 10:50:28.900 V/CounterTextView(14465): count = 1
05-22 10:50:28.908 D/MDM :   (14465): [null:-1]->zzzzz   getWidth() 160
05-22 10:50:28.908 D/MDM :   (14465): [null:-1]->zzzzz   ------------------mWidthTemp >getWidth()() 
05-22 10:50:28.908 V/CounterTextView(14465): xxxxxxx   136
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): [null:-1]->update command 5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52 to commandStatus <?xml version="1.0" encoding="UTF-8"?>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): <plist version="1.0">
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): <dict>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): 	<key>CommandUUID</key>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): 	<string>5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52</string>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): 	<key>Status</key>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): 	<string>Acknowledged</string>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): 	<key>UDID</key>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): </dict>
05-22 10:50:29.041 D/MdmDatabaseHelper(14465): </plist>
05-22 10:50:29.353 I/TransInfo(14465): TransInfo created, id: 3, class: class com.pekall.emdm.transaction.c.b
05-22 10:50:29.361 D/NetworkThread(14465): [null:-1]->----isRunning-----true
05-22 10:50:29.361 D/NetworkThread(14465): [null:-1]->----isRunning-----true
05-22 10:50:29.361 D/NetworkThread(14465): [null:-1]->thread wakeup
05-22 10:50:29.361 D/NetworkThread(14465): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/ios/android_server, Params: [content:<?xml version="1.0" encoding="UTF-8"?>
05-22 10:50:29.361 D/NetworkThread(14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:50:29.361 D/NetworkThread(14465): <plist version="1.0">
05-22 10:50:29.361 D/NetworkThread(14465): <dict>
05-22 10:50:29.361 D/NetworkThread(14465): 	<key>CommandUUID</key>
05-22 10:50:29.361 D/NetworkThread(14465): 	<string>5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52</string>
05-22 10:50:29.361 D/NetworkThread(14465): 	<key>Status</key>
05-22 10:50:29.361 D/NetworkThread(14465): 	<string>Acknowledged</string>
05-22 10:50:29.361 D/NetworkThread(14465): 	<key>UDID</key>
05-22 10:50:29.361 D/NetworkThread(14465): 	<string>00013fbc8ecec5b90000014621d2a3af</string>
05-22 10:50:29.361 D/NetworkThread(14465): </dict>
05-22 10:50:29.361 D/NetworkThread(14465): </plist>], 
05-22 10:50:29.361 D/HttpClient(14465): enable apache.http debug
05-22 10:50:29.377 V/DEBUG   (14465): HTTP 0
05-22 10:50:29.791 D/MDM :   (14465): [null:-1]->statusCode : 200
05-22 10:50:29.791 D/MDM :   (14465): [null:-1]->statusCode : 200
05-22 10:50:29.791 V/DEBUG   (14465): HTTP 1
05-22 10:50:29.799 D/MDM :   (14465): [null:-1]->read network input stream
05-22 10:50:29.806 D/MDM :   (14465): [null:-1]->Get joson string: <?xml version="1.0" encoding="UTF-8"?>
05-22 10:50:29.806 D/MDM :   (14465): <!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
05-22 10:50:29.806 D/MDM :   (14465): <plist version="1.0">
05-22 10:50:29.806 D/MDM :   (14465): <dict>
05-22 10:50:29.806 D/MDM :   (14465): 	<key>CommandUUID</key>
05-22 10:50:29.806 D/MDM :   (14465): 	<string>d1e883cd-29c8-4808-9391-32b56de7f058</string>
05-22 10:50:29.806 D/MDM :   (14465): 	<key>Command</key>
05-22 10:50:29.806 D/MDM :   (14465): 	<dict>
05-22 10:50:29.806 D/MDM :   (14465): 		<key>RequestType</key>
05-22 10:50:29.806 D/MDM :   (14465): 		<string>Location</string>
05-22 10:50:29.806 D/MDM :   (14465): 	</dict>
05-22 10:50:29.806 D/MDM :   (14465): </dict>
05-22 10:50:29.806 D/MDM :   (14465): </plist>
05-22 10:50:29.822 D/MdmDatabaseHelper(14465): [null:-1]->update command 5b303cf1-7d28-4a3d-b2cc-6ad1e2bb8a52 to status executed
05-22 10:50:29.853 D/CheckInTransInfo(14465): [null:-1]->CommandMsg : CommandMsg{CommandUUID='d1e883cd-29c8-4808-9391-32b56de7f058', Command=CommandObject{RequestType='Location'}}
05-22 10:50:29.892 D/NetworkThread(14465): [null:-1]->clear mCurrentTransInfo
05-22 10:50:29.892 D/NetworkThread(14465): [null:-1]->queue is empty, thread wait...
05-22 10:50:29.994 D/MdmService(14465): [null:-1]->handleCheckInResult
05-22 10:50:29.994 D/MdmService(14465): [null:-1]->handleCheckInResult result keyIndex: 3
05-22 10:50:29.994 D/CommandManager(14465): [null:-1]->execute command: CommandMsg{CommandUUID='d1e883cd-29c8-4808-9391-32b56de7f058', Command=CommandObject{RequestType='Location'}}
05-22 10:50:30.017 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:50:30.017 D/MdmService(14465): [null:-1]->receiver action :com.pekall.mdm.action.LOCATION
05-22 10:50:30.033 D/dalvikvm(15105): Late-enabling CheckJNI
05-22 10:50:30.049 I/ActivityManager(  374): Start proc com.pekall.emdm.launcher:remote for service com.pekall.emdm.launcher/com.baidu.location.f: pid=15105 uid=10066 gids={50066, 1015, 3002, 3001, 3003, 1028}
05-22 10:50:30.127 V/MyServiceConnection(15105): [SConnection] sandbox service is NOT installed.
05-22 10:50:30.127 D/ScClassLoader(15105): >> SOURCE FILE: /data/data/com.pekall.emdm.launcher/app_jars/sc-jdk15on-1.47.0.2.dex.jar
05-22 10:50:30.127 V/MyServiceConnection(15105): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 10:50:30.205 D/dalvikvm(15105): GC_CONCURRENT freed 137K, 2% free 9296K/9472K, paused 6ms+11ms, total 49ms
05-22 10:50:30.205 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 1ms
05-22 10:50:30.205 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 2ms
05-22 10:50:30.205 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 2ms
05-22 10:50:30.213 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ded3dac at offset 200 that is not in the object list
05-22 10:50:30.213 W/Parcel  ( 1661): Attempt to read object from Parcel 0x6003bdac at offset 200 that is not in the object list
05-22 10:50:30.213 D/Email   (15105): Email: init sandbox at the beginning.
05-22 10:50:30.213 V/MyServiceConnection(15105): [SConnection] retry to bind service
05-22 10:50:30.213 V/MyServiceConnection(15105): [SConnection] sandbox service is NOT installed.
05-22 10:50:30.213 V/MyServiceConnection(15105): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 10:50:30.244 V/MyServiceConnection(15105): [SConnection] retry to bind service
05-22 10:50:30.244 V/MyServiceConnection(15105): [SConnection] sandbox service is NOT installed.
05-22 10:50:30.244 V/MyServiceConnection(15105): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 10:50:30.252 V/l       (15105): Bind requested for task setLogging
05-22 10:50:30.260 D/ExchangeService(14465): !!! EAS ExchangeService, onCreate
05-22 10:50:30.346 D/dalvikvm(15105): GC_CONCURRENT freed 224K, 3% free 9586K/9848K, paused 3ms+14ms, total 41ms
05-22 10:50:30.346 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 1ms
05-22 10:50:30.346 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 2ms
05-22 10:50:30.346 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 2ms
05-22 10:50:30.353 D/dalvikvm(15105): WAIT_FOR_CONCURRENT_GC blocked 7ms
05-22 10:50:30.377 W/DocumentManager(15105): Sandbox service is not connected.
05-22 10:50:30.377 D/MessageControllerImpl(15105): controller is null
05-22 10:50:30.377 V/MyServiceConnection(15105): [SConnection] retry to bind service
05-22 10:50:30.377 V/MyServiceConnection(15105): [SConnection] sandbox service is NOT installed.
05-22 10:50:30.377 V/MyServiceConnection(15105): [SConnection] binding service: pekall.intent.action.SANDBOX_SERVICE
05-22 10:50:30.377 W/SQLiteOpenHelper(15105): Opened /data/data/com.pekall.emdm.launcher/databases/message.db
05-22 10:50:30.377 W/dalvikvm(15105): No implementation found for native Lcom/pekall/sandbox/database/sqlite/SQLiteDatabase;.native_setSqliteSoftHeapLimit:(I)V
05-22 10:50:30.377 D/AndroidRuntime(15105): Shutting down VM
05-22 10:50:30.377 W/dalvikvm(15105): threadid=1: thread exiting with uncaught exception (group=0x419c8700)
05-22 10:50:30.377 D/        (15105): [---null: -1---]  Thread is main
05-22 10:50:30.385 W/System.err(15105): java.lang.UnsatisfiedLinkError: Native method not found: com.pekall.sandbox.database.sqlite.SQLiteDatabase.native_setSqliteSoftHeapLimit:(I)V
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.native_setSqliteSoftHeapLimit(Native Method)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.<init>(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.openDatabase(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.openDatabase(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.sandbox.database.sqlite.SQLiteDatabase.openDatabase(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.sandbox.database.sqlite.SQLiteOpenHelper.getWritableDatabase(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.emdm.messagecenter.db.a.a(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.emdm.messagecenter.db.a.b(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.emdm.messagecenter.activity.a.onCreate(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at com.pekall.emdm.launcher.LauncherApplication.onCreate(Unknown Source)
05-22 10:50:30.385 W/System.err(15105): 	at android.app.Instrumentation.callApplicationOnCreate(Instrumentation.java:1007)
05-22 10:50:30.385 W/System.err(15105): 	at android.app.ActivityThread.handleBindApplication(ActivityThread.java:4444)
05-22 10:50:30.385 W/System.err(15105): 	at android.app.ActivityThread.access$1300(ActivityThread.java:141)
05-22 10:50:30.385 W/System.err(15105): 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1316)
05-22 10:50:30.392 W/System.err(15105): 	at android.os.Handler.dispatchMessage(Handler.java:99)
05-22 10:50:30.392 W/System.err(15105): 	at android.os.Looper.loop(Looper.java:137)
05-22 10:50:30.392 W/System.err(15105): 	at android.app.ActivityThread.main(ActivityThread.java:5103)
05-22 10:50:30.392 W/System.err(15105): 	at java.lang.reflect.Method.invokeNative(Native Method)
05-22 10:50:30.392 W/System.err(15105): 	at java.lang.reflect.Method.invoke(Method.java:525)
05-22 10:50:30.392 W/System.err(15105): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-22 10:50:30.392 W/System.err(15105): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-22 10:50:30.392 W/System.err(15105): 	at dalvik.system.NativeStart.main(Native Method)
05-22 10:50:30.486 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5ef3bdac at offset 200 that is not in the object list
05-22 10:50:30.486 D/ExchangeService(14465): !!! EAS ExchangeService, onStartCommand, startingUp = false, running = false
05-22 10:50:30.486 D/ExchangeService(14465): to start secureStorageService now
05-22 10:50:30.502 V/a       (14465): Bind requested for task test
05-22 10:50:30.533 V/a       (14465): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 10:50:30.549 V/a       (14465): Connection test succeeded in 48ms
05-22 10:50:30.549 V/a       (14465): Task test completed; disconnecting
05-22 10:50:30.556 D/ExchangeService(14465): Reconciling accounts...
05-22 10:50:30.627 V/a       (14465): Bind requested for task reconcileAccounts
05-22 10:50:30.666 V/a       (14465): Connected: com.pekall.semail.service.AccountServiceInternal
05-22 10:50:30.666 D/ActivityThread(15105): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:50:30.681 V/a       (14465): Task reconcileAccounts completed; disconnecting
05-22 10:50:30.846 V/a       (14465): Waiting for task reconcileAccounts to complete...
05-22 10:50:30.846 D/ActivityThread(15105): Loading provider com.pekall.semail.provider;com.pekall.semail.notifier: com.pekall.semail.provider.EmailProvider
05-22 10:50:31.244 D/dalvikvm(15105): GC_CONCURRENT freed 477K, 6% free 9497K/10016K, paused 18ms+6ms, total 64ms
05-22 10:50:31.353 W/EmailProvider(15105): restoreIfNeeded...
05-22 10:50:31.619 D/EmailProvider(15105): restoreAccounts...
05-22 10:50:32.346 D/EmailProvider(15105): No accounts to restore...
05-22 10:50:32.377 D/EmailProvider(15105): Deleting orphans...
05-22 10:50:32.494 D/EmailProvider(15105): EmailProvider pre-caching...
05-22 10:50:33.314 D/EmailProvider(15105): EmailProvider ready.
05-22 10:50:34.033 I/Email   (15105): Notifications being toggled: false
05-22 10:50:34.033 W/ActivityManager(  374): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 10:50:36.681 W/Parcel  ( 1661): Attempt to read object from Parcel 0x5dfd3dac at offset 200 that is not in the object list
05-22 10:50:36.822 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:50:36.838 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:50:36.869 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:50:36.885 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:50:36.885 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:50:36.916 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:50:36.916 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:50:36.939 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:50:36.963 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:50:36.971 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:50:37.002 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:50:37.017 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:50:37.049 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:50:37.111 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:50:37.330 D/dalvikvm( 1468): GC_CONCURRENT freed 507K, 21% free 9937K/12512K, paused 4ms+4ms, total 1181ms
05-22 10:50:37.330 D/dalvikvm( 1468): WAIT_FOR_CONCURRENT_GC blocked 13ms
05-22 10:50:37.330 D/dalvikvm( 1468): WAIT_FOR_CONCURRENT_GC blocked 143ms
05-22 10:50:37.549 D/dalvikvm(  448): GC_CONCURRENT freed 1127K, 12% free 14210K/16128K, paused 3ms+21ms, total 93ms
05-22 10:50:39.619 D/dalvikvm(11622): GC_EXPLICIT freed 243K, 4% free 9201K/9492K, paused 1ms+3ms, total 44ms
05-22 10:50:40.158 D/dalvikvm( 1468): GC_CONCURRENT freed 417K, 21% free 9968K/12512K, paused 361ms+257ms, total 2289ms
05-22 10:50:41.572 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 10:50:41.580 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 10:50:41.603 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 10:50:41.603 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 10:50:41.611 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
05-22 10:50:41.619 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 10:50:41.627 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 10:50:41.635 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 10:50:41.666 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 10:50:41.666 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 10:50:41.681 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
05-22 10:50:41.681 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
05-22 10:50:41.681 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 10:50:41.713 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 10:50:41.947 D/LightsService(  374): Excessive delay setting light: 1159ms
05-22 10:50:42.627 D/LightsService(  374): Excessive delay setting light: 674ms
05-22 10:50:43.580 D/dalvikvm( 1468): GC_CONCURRENT freed 506K, 21% free 9967K/12512K, paused 26ms+425ms, total 1428ms
05-22 10:50:43.588 D/dalvikvm( 1468): WAIT_FOR_CONCURRENT_GC blocked 542ms
05-22 10:50:46.533 I/PowerManagerService(  374): Going to sleep due to screen timeout...
05-22 10:50:47.299 D/LauncherApplication(14465): [null:-1]->onActivityPaused
05-22 10:50:47.314 I/PowerManagerService(  374): Waking up from sleep...
