--------- beginning of /dev/log/system 
05-22 14:23:25.835 I/Vold    (  117): Vold 2.1 (the revenge) firing up 
05-22 14:23:27.867 W/dalvikvm(  125): PR_SET_NO_NEW_PRIVS failed. Is your kernel compiled correctly?: Invalid argument 
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>OSVersion</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>BuildVersion</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>ModelName</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>Model</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>ProductName</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SerialNumber</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>DeviceCapacity</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>AvailableDeviceCapacity</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>BatteryLevel</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>CellularTechnology</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>IMEI</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>MEID</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>ModemFirmwareVersion</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>ICCID</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>BluetoothMAC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>WiFiMAC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>EthernetMAC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>CurrentCarrierNetwork</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SIMCarrierNetwork</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SubscriberCarrierNetwork</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>CarrierSettingsVersion</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>PhoneNumber</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>VoiceRoamingEnabled</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>DataRoamingEnabled</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>IsRoaming</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SubscriberMCC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SubscriberMNC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SIMMCC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>SIMMNC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>CurrentMCC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 			<string>CurrentMNC</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 		</array>
05-22 14:34:56.421 D/MDM :   ( 3216): 		<key>RequestType</key>
05-22 14:34:56.421 D/MDM :   ( 3216): 		<string>DeviceInformation</string>
05-22 14:34:56.421 D/MDM :   ( 3216): 	</dict>
05-22 14:34:56.421 D/MDM :   ( 3216): </dict>
05-22 14:34:56.421 D/MDM :   ( 3216): </plist>
05-22 14:34:56.460 E/QueryController( 3004): Cannot proceed when root node is null. Aborted search
05-22 14:34:56.460 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:56.476 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.476 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.476 D/MDM :   ( 3216): [null:-1]->scale 0.5
05-22 14:34:56.484 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.484 D/CheckInTransInfo( 3216): [null:-1]->CommandMsg : CommandMsg{CommandUUID='aebfcdd4-3ff9-40f7-9389-a91529b2393f', Command=CommandObject{RequestType='DeviceInformation'}}
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->scale 0.5
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->icon instanceof BitmapDrawable
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->  iconWidth 87
05-22 14:34:56.491 D/MDM :   ( 3216): [null:-1]->  iconHeight 87
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->  107 87
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.499 D/MDM :   ( 3216): [null:-1]->icon instanceof BitmapDrawable
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->  iconWidth 87
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->  iconHeight 87
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->  107 87
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.507 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->icon instanceof BitmapDrawable
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->  iconWidth 87
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->  iconHeight 87
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->  107 87
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:56.515 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:56.515 D/NetworkThread( 3216): [null:-1]->clear mCurrentTransInfo
05-22 14:34:56.523 D/NetworkThread( 3216): [null:-1]->sendHttpPost:PostRequest, url: http://192.168.10.21/rest/mdm/v1/system/check_mdm_app, Params: [version:71][os:51201][pkg_name:com.pekall.emdm.launcher], 
05-22 14:34:56.523 D/HttpClient( 3216): enable apache.http debug
05-22 14:34:56.523 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:56.695 W/MountService(  375): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 14:34:56.702 W/MountService(  375): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 14:34:56.702 W/MountService(  375): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 14:34:56.702 W/MountService(  375): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 14:34:56.702 W/MountService(  375): getVolumeState(/mnt/emmc): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/storage/extSdCard): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/storage/sdcard1): Unknown volume
05-22 14:34:56.710 W/MountService(  375): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 14:34:56.718 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:56.718 W/MountService(  375): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 14:34:56.765 D/dalvikvm( 1693): GC_CONCURRENT freed 517K, 19% free 9435K/11532K, paused 3ms+2ms, total 50ms
05-22 14:34:56.773 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:34:56.812 D/dalvikvm( 3216): GC_FOR_ALLOC freed 4867K, 43% free 20035K/35124K, paused 291ms, total 292ms
05-22 14:34:56.827 V/DEBUG   ( 3216): HTTP 0
05-22 14:34:56.968 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:57.101 W/MountService(  375): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
05-22 14:34:57.101 W/MountService(  375): getVolumeState(/mnt/sdcard-ext): Unknown volume
05-22 14:34:57.101 W/MountService(  375): getVolumeState(/mnt/ext_sdcard): Unknown volume
05-22 14:34:57.101 W/MountService(  375): getVolumeState(/mnt/sdcard2): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/emmc): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/extSdCard): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/extrasd_bind): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/storage/extSdCard): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/storage/sdcard1): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
05-22 14:34:57.109 W/MountService(  375): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
05-22 14:34:57.132 D/dalvikvm( 1693): GC_CONCURRENT freed 486K, 18% free 9488K/11532K, paused 3ms+1ms, total 39ms
05-22 14:34:57.140 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:34:57.171 V/Launcher( 3216): isLauncherDf = true
05-22 14:34:57.171 V/Launcher( 3216): isPhoneDf = true
05-22 14:34:57.171 D/        ( 3216): [---null: -1---]  ScreenWidth  720
05-22 14:34:57.171 D/        ( 3216): [---null: -1---]  ScreenHeight  1184
05-22 14:34:57.187 D/HomeLoaders( 3216): load applications
05-22 14:34:57.187 D/HomeLoaders( 3216):   --> applications loaded, return
05-22 14:34:57.187 D/HomeLoaders( 3216): loading user items in Thread[main,5,main]
05-22 14:34:57.187 D/HomeLoaders( 3216):   --> items loaded, return
05-22 14:34:57.187 D/HomeLoaders( 3216):   --> loading from cache: 11, 0
05-22 14:34:57.187 D/Launcher( 3216): ------> binding 11 items
05-22 14:34:57.187 D/Launcher( 3216): ------> binding 0 widgets
05-22 14:34:57.187 D/Launcher( 3216): ------> start binding items
05-22 14:34:57.195 W/Parcel  (  802): Attempt to read object from Parcel 0x5e0dfdac at offset 200 that is not in the object list
05-22 14:34:57.195 W/Parcel  (  802): Attempt to read object from Parcel 0x5ed47dac at offset 200 that is not in the object list
05-22 14:34:57.195 D/Email   ( 3216): Email: init sandbox at the beginning.
05-22 14:34:57.195 V/l       ( 3216): Bind requested for task setLogging
05-22 14:34:57.218 E/QueryController( 3004): Cannot proceed when root node is null. Aborted search
05-22 14:34:57.218 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:57.460 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:34:57.468 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:57.476 D/dalvikvm( 3216): GC_CONCURRENT freed 393K, 34% free 23371K/35124K, paused 263ms+263ms, total 587ms
05-22 14:34:57.484 W/SQLiteOpenHelper( 3216): Opened /data/data/com.pekall.emdm.launcher/databases/sandbox.db
05-22 14:34:57.523 D/MDM :   ( 3216): [null:-1]->statusCode : 200
05-22 14:34:57.523 D/MDM :   ( 3216): [null:-1]->statusCode : 200
05-22 14:34:57.531 V/DEBUG   ( 3216): HTTP 1
05-22 14:34:57.531 D/MDM :   ( 3216): [null:-1]->read network input stream
05-22 14:34:57.538 D/MDM :   ( 3216): [null:-1]->Get joson string: {"result":0,"mdmClientInfos":{"id":25,"type":51107,"url":"https://test.mdm.everknow.cn/resources/api/v1/download/guest?uuid=19aa71068cf44d0ae7bbebe96974","pkgName":"com.pekall.emdm.launcher","platform":51201,"comId":1,"appVersionCode":72,"appVersionName":"BYOD_2.1.0424","appAuthor":null,"appIcon":null,"appName":"Pekall enterprise mobile office","appSize":null,"minSdk":null,"updateTime":1398754856000,"forceUpdate":0,"updateInfo":null,"new":false}}
05-22 14:34:57.546 D/NetworkThread( 3216): [null:-1]->clear mCurrentTransInfo
05-22 14:34:57.546 D/NetworkThread( 3216): [null:-1]->queue is empty, thread wait...
05-22 14:34:57.554 W/Parcel  (  802): Attempt to read object from Parcel 0x5dfdfdac at offset 200 that is not in the object list
05-22 14:34:57.554 W/ActivityManager(  375): Unable to start service Intent { cmp=com.pekall.emdm.launcher/com.pekall.semail.service.AttachmentDownloadService } U=0: not found
05-22 14:34:57.562 W/Parcel  (  802): Attempt to read object from Parcel 0x5f747dac at offset 200 that is not in the object list
05-22 14:34:57.562 I/Email   ( 3216): Notifications being toggled: false
05-22 14:34:57.570 V/LauncherApplication( 3216): onActivityStarted
05-22 14:34:57.570 D/        ( 3216): [---null: -1---]     awsa  onActivityResumed
05-22 14:34:57.570 V/LauncherApplication( 3216): 2MdmConstant.LAST_LAUNCH_TIME = 1400740461221
05-22 14:34:57.577 D/        ( 3216): [---null: -1---]  activity = com.pekall.emdm.launcher.Launcher
05-22 14:34:57.593 V/DefultSetContriller( 3216): isLauncherDf = com.pekall.emdm.launcher
05-22 14:34:57.593 V/DefultSetContriller( 3216): isLauncherDf = com.pekall.emdm.launcher
05-22 14:34:57.593 V/DefultSetContriller( 3216): isPhoneDf = com.pekall.emdm.launcher
05-22 14:34:57.593 E/LauncherApplication( 3216): isShowLogoutUI = true
05-22 14:34:57.593 E/LauncherApplication( 3216): LogoutShowTime 1
05-22 14:34:57.593 V/Launcher( 3216): onResume1111111 
05-22 14:34:57.593 V/Launcher( 3216): is login ----> 
05-22 14:34:57.593 I/System.out( 3216):  
05-22 14:34:57.593 I/System.out( 3216): com.pekall.emdm.launcher.Workspace.setWallpaper(Unknown Source)
05-22 14:34:57.601 I/System.out( 3216): com.pekall.emdm.launcher.Launcher.onResume(Unknown Source)
05-22 14:34:57.601 I/System.out( 3216): android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
05-22 14:34:57.601 I/System.out( 3216): android.app.Activity.performResume(Activity.java:5211)
05-22 14:34:57.601 I/System.out( 3216): android.app.ActivityThread.performResumeActivity(ActivityThread.java:2780)
05-22 14:34:57.601 I/System.out( 3216): android.app.ActivityThread.handleResumeActivity(ActivityThread.java:2819)
05-22 14:34:57.601 I/System.out( 3216): android.app.ActivityThread.handleLaunchActivity(ActivityThread.java:2266)
05-22 14:34:57.601 I/System.out( 3216): android.app.ActivityThread.access$600(ActivityThread.java:141)
05-22 14:34:57.601 I/System.out( 3216): android.app.ActivityThread$H.handleMessage(ActivityThread.java:1256)
05-22 14:34:57.601 I/System.out( 3216): android.os.Handler.dispatchMessage(Handler.java:99)
05-22 14:34:57.601 I/System.out( 3216): android.os.Looper.loop(Looper.java:137)
05-22 14:34:57.601 I/System.out( 3216): android.app.ActivityThread.main(ActivityThread.java:5103)
05-22 14:34:57.601 I/System.out( 3216): java.lang.reflect.Method.invokeNative(Native Method)
05-22 14:34:57.601 I/System.out( 3216): java.lang.reflect.Method.invoke(Method.java:525)
05-22 14:34:57.601 I/System.out( 3216): com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
05-22 14:34:57.601 I/System.out( 3216): com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
05-22 14:34:57.601 I/System.out( 3216): dalvik.system.NativeStart.main(Native Method)
05-22 14:34:57.695 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":0,"type":1,"command":0,"result":0,"reason":0}
05-22 14:34:57.702 D/MdmService( 3216): [null:-1]->push message type :1
05-22 14:34:57.702 D/PushMessageManager( 3216): [null:-1]->remove sent message : 0
05-22 14:34:57.710 D/PushMessageManager( 3216): [null:-1]->sent message :{"params":{"device":"00013fbc8ecec5b90000014622a3b70b","token":"123456"},"id":0,"command":0,"reason":0,"result":0,"type":0}
05-22 14:34:57.710 D/PushMessageManager( 3216): [null:-1]->has message : 0
05-22 14:34:57.710 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":-553906906,"type":0,"command":0,"result":0,"reason":0,"params":{"device":"00013fbc8ecec5b90000014622a3b70b","message":"{\"cmd\":\"10119\"}"}}
05-22 14:34:57.718 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:57.718 D/MdmService( 3216): [null:-1]->push message type :0
05-22 14:34:57.718 D/MdmService( 3216): [null:-1]->cmdMessage : {"cmd":"10119"}
05-22 14:34:57.718 D/MdmService( 3216): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-22 14:34:57.718 D/MdmService( 3216): [null:-1]->MdmStatusManager is busy , wait......
05-22 14:34:57.726 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":-880541464,"type":0,"command":0,"result":0,"reason":0,"params":{"device":"00013fbc8ecec5b90000014622a3b70b","message":"{\"cmd\":\"10119\"}"}}
05-22 14:34:57.734 D/MdmService( 3216): [null:-1]->push message type :0
05-22 14:34:57.734 D/MdmService( 3216): [null:-1]->cmdMessage : {"cmd":"10119"}
05-22 14:34:57.734 D/MdmService( 3216): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-22 14:34:57.734 D/MdmService( 3216): [null:-1]->MdmStatusManager is busy , wait......
05-22 14:34:57.741 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":518314447,"type":0,"command":0,"result":0,"reason":0,"params":{"device":"00013fbc8ecec5b90000014622a3b70b","message":"{\"cmd\":\"10119\"}"}}
05-22 14:34:57.749 D/MdmService( 3216): [null:-1]->push message type :0
05-22 14:34:57.749 D/MdmService( 3216): [null:-1]->cmdMessage : {"cmd":"10119"}
05-22 14:34:57.749 D/MdmService( 3216): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-22 14:34:57.749 D/MdmService( 3216): [null:-1]->MdmStatusManager is busy , wait......
05-22 14:34:57.757 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":520840807,"type":0,"command":0,"result":0,"reason":0,"params":{"device":"00013fbc8ecec5b90000014622a3b70b","message":"{\"cmd\":\"10119\"}"}}
05-22 14:34:57.765 D/MdmService( 3216): [null:-1]->push message type :0
05-22 14:34:57.765 D/MdmService( 3216): [null:-1]->cmdMessage : {"cmd":"10119"}
05-22 14:34:57.765 D/MdmService( 3216): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-22 14:34:57.765 D/MdmService( 3216): [null:-1]->MdmStatusManager is busy , wait......
05-22 14:34:57.773 D/MDM :   ( 3216): [null:-1]->MSG_WEBSOCKET_MESSAGE : {"id":1523415876,"type":0,"command":0,"result":0,"reason":0,"params":{"device":"00013fbc8ecec5b90000014622a3b70b","message":"{\"cmd\":\"10119\"}"}}
05-22 14:34:57.773 D/MdmService( 3216): [null:-1]->push message type :0
05-22 14:34:57.773 D/MdmService( 3216): [null:-1]->cmdMessage : {"cmd":"10119"}
05-22 14:34:57.773 D/MdmService( 3216): [null:-1]->command : PushCommandMsg{cmd='10119', msg='null'}
05-22 14:34:57.773 D/MdmService( 3216): [null:-1]->MdmStatusManager is busy , wait......
05-22 14:34:57.781 D/MdmService( 3216): [null:-1]->handleCheckInResult
05-22 14:34:57.781 D/MdmService( 3216): [null:-1]->handleCheckInResult result keyIndex: 3
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:57.788 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:57.796 D/CommandManager( 3216): [null:-1]->execute command: CommandMsg{CommandUUID='aebfcdd4-3ff9-40f7-9389-a91529b2393f', Command=CommandObject{RequestType='DeviceInformation'}}
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:57.796 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:57.804 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:57.804 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:57.968 E/QueryController( 3004): Cannot proceed when root node is null. Aborted search
05-22 14:34:58.054 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:34:58.062 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:58.062 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:58.070 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:58.077 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:58.327 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:58.343 D/dalvikvm( 3216): JIT unchain all for threadid=11
05-22 14:34:58.366 D/dalvikvm( 3216): GC_CONCURRENT freed 4765K, 34% free 23484K/35124K, paused 260ms+259ms, total 561ms
05-22 14:34:58.366 D/dalvikvm( 3216): WAIT_FOR_CONCURRENT_GC blocked 290ms
05-22 14:34:58.366 D/MDM :   ( 3216): [null:-1]->width 104
05-22 14:34:58.366 D/MDM :   ( 3216): [null:-1]->height 104
05-22 14:34:58.366 D/MDM :   ( 3216): [null:-1]->scale 1.0
05-22 14:34:58.374 D/MDM :   ( 3216): [null:-1]->tint false
05-22 14:34:58.382 D/        ( 3216): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-22 14:34:58.382 D/        ( 3216): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.document.activity.DocMainActivity
05-22 14:34:58.382 D/        ( 3216): [---null: -1---]  xxd111  info.title  Document Manager ,count is 0
05-22 14:34:58.382 D/        ( 3216): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-22 14:34:58.382 D/        ( 3216): [---null: -1---]  xxd111  getClassName  com.pekall.emdm.launcher.ui.BackPersonalActivity
05-22 14:34:58.382 D/        ( 3216): [---null: -1---]  xxd111  info.title  Personal Mode ,count is 0
05-22 14:34:58.390 D/        ( 3216): [---null: -1---]  xxd111  getPackageName  com.pekall.emdm.launcher
05-22 14:34:58.390 D/        ( 3216): [---null: -1---]  xxd111  getClassName  com.pekall.semail.activity.Welcome
05-22 14:34:58.390 D/        ( 3216): [---null: -1---]  xxd111  info.title  Email ,count is 0
05-22 14:34:58.398 D/MDM :   ( 3216): [null:-1]->username is : zhenhua.sang@pekall.com ,pwd is 123456
05-22 14:34:58.398 I/System.out( 3216): [cjx]authenticateUser,zhenhua.sang@pekall.com,123456
05-22 14:34:58.406 I/System.out( 3216): [cjx]to generate user KEK now,keyLength:32,algorithm:Rijndael256
05-22 14:34:58.531 I/System.out( 3216): [cjx]blockSize:32
05-22 14:34:58.531 I/System.out( 3216): [cjx]iv:[112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120, 112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120]
05-22 14:34:58.538 I/System.out( 3216): [cjx]secret:[-94, 35, 21, 34, 6, -61, -108, -46, 6, 56, -82, 111, 24, -59, 0, -21, 43, -46, -16, 27, -76, 52, 9, 117, -69, 64, 55, -122, -120, -69, -38, 9]
05-22 14:34:58.538 I/System.out( 3216): [cjx]successfully restore dek:[B@42ab3030
05-22 14:34:58.538 I/System.out( 3216): [cjx]to generate user KEK now,keyLength:32,algorithm:Rijndael256
05-22 14:34:58.577 E/QueryController( 3004): Got null root node from accessibility - Retrying...
05-22 14:34:58.648 I/System.out( 3216): [cjx]blockSize:32
05-22 14:34:58.648 I/System.out( 3216): [cjx]iv:[112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120, 112, 101, 107, 97, 108, 108, 50, 48, 49, 52, 97, 101, 115, 99, 106, 120]
05-22 14:34:58.648 I/System.out( 3216): [cjx]secret:[-94, 35, 21, 34, 6, -61, -108, -46, 6, 56, -82, 111, 24, -59, 0, -21, 43, -46, -16, 27, -76, 52, 9, 117, -69, 64, 55, -122, -120, -69, -38, 9]
05-22 14:34:58.656 D/ExchangeService( 3216): !!! EAS ExchangeService, onCreate
05-22 14:34:58.656 W/Parcel  (  802): Attempt to read object from Parcel 0x5ed47dac at offset 200 that is not in the object list
05-22 14:34:58.663 W/Parcel  (  802): Attempt to read object from Parcel 0x5dfdfdac at offset 200 that is not in the object list
05-22 14:34:58.663 I/Choreographer( 3216): Skipped 56 frames!  The application may be doing too much work on its main thread.
05-22 14:34:58.663 W/ActivityManager(  375): Unable to start service Intent { act=pekall.intent.action.DOWNLOAD_APP (has extras) } U=0: not found
05-22 14:34:58.671 D/        ( 3216): [---null: -1---]  1111222  mLongAxisStartPadding110
05-22 14:34:58.671 D/        ( 3216): [---null: -1---]  11112223  heightSpecSize1094
05-22 14:34:58.671 D/        ( 3216): [---null: -1---]  11112223  mLongAxisStartPadding110
05-22 14:34:58.679 D/        ( 3216): [---null: -1---]  11112223  mLongAxisEndPadding110
05-22 14:34:58.679 D/        ( 3216): [---null: -1---]  11112223  mRows4
05-22 14:34:58.679 D/        ( 3216): [---null: -1---]  1111222  mLongAxisStartPadding110
05-22 14:34:58.679 D/        ( 3216): [---null: -1---]  11112223  heightSpecSize1094
05-22 14:34:58.679 D/        ( 3216): [---null: -1---]  11112223  mLongAxisStartPadding110
05-22 14:34:58.679 D/        ( 3216): [---null: -1---]  11112223  mLongAxisEndPadding110
